1503699291038,2, 1, 0, -1, -2, -1, 0, 4, 0
1503699291061,-3, 0, -1, -2, 1, 0, 0, -3, 0
1503699291078,1, 0, 0, -1, -1, -1, 0, 1, 0
1503699291099,-1, -2, 0, -1, -2, -1, -1, -2, 0
1503699291120,-1, 0, 0, -2, 0, -2, -1, -1, 0
1503699291136,-3, 1, 0, 0, -1, 0, 0, -5, 0
1503699291170,-1, -3, -2, -1, -1, 0, -1, -1, 0
1503699291181,2, 4, 0, -2, -1, 0, -1, -1, 0
1503699291196,-1, -2, -1, 0, -1, -1, -1, -2, 0
1503699291218,-2, -2, -1, -1, 0, -3, -2, -1, 0
1503699291226,-1, 0, -2, -1, -1, -1, 0, 0, 0
1503699291254,-1, -1, -2, 0, 1, -3, -1, -1, 0
1503699291270,-2, -2, -1, -1, 0, 1, 1, -1, 0
1503699291286,-1, 0, 0, 0, -1, 0, -1, -2, 0
1503699291308,-1, 0, -1, -1, -1, -1, -1, -1, 0
1503699291332,1, -1, -2, -1, -1, -1, 0, -1, 0
1503699291347,0, -1, -2, -2, 0, -2, -2, -1, 0
1503699291368,0, -1, 0, -1, 0, 0, 0, 1, 0
1503699291390,-5, -2, -1, 0, -2, -1, -1, -4, 0
1503699291406,0, -1, 0, 0, -1, 0, 0, 1, 0
1503699291428,-2, 0, 1, -2, -1, 0, -1, -3, 0
1503699291452,-1, -1, -1, 0, -1, -2, -1, 1, 0
1503699291465,1, 1, -2, -2, 0, 0, -1, 0, 0
1503699291488,2, 1, -1, 0, -1, -2, 0, 2, 0
1503699291510,-3, -1, -3, -3, -1, -2, -3, -5, 0
1503699291528,-1, -1, -2, 0, -1, -1, 0, 2, 0
1503699291549,0, -2, 0, -1, 1, 0, -1, -1, 0
1503699291570,2, -1, -1, -1, -2, 0, 1, 3, 0
1503699291587,-1, 0, -2, -1, -1, -1, -3, -1, 0
1503699291609,2, -2, 1, 0, -1, -1, 2, -1, 0
1503699291633,-2, -2, -2, 0, 0, -1, -3, -3, 0
1503699291653,-1, -1, -1, -2, 0, -1, 0, -4, 0
1503699291668,2, -1, -1, 0, 0, 0, -1, 6, 0
1503699291690,-3, 1, -2, -1, 0, -1, -1, -2, 0
1503699291713,-1, -1, -1, 0, 0, -1, -2, -1, 0
1503699291735,0, -1, -1, 1, 0, -1, 0, 1, 0
1503699291760,2, 2, 0, 0, -2, -2, 0, -1, 0
1503699291780,1, 1, 1, 0, 0, -2, 1, 3, 0
1503699291789,-3, 0, 0, -1, -2, -2, -1, -5, 0
1503699291809,-3, -3, -1, -2, -2, -1, -1, -3, 0
1503699291832,-1, 0, -1, 0, -2, 0, -2, -1, 0
1503699291848,-5, -3, -2, -1, -1, -1, -2, -4, 0
1503699291870,0, 1, 0, -1, 0, -3, 0, 2, 0
1503699291893,-1, -2, 0, -1, 0, -1, 0, -2, 0
1503699291908,1, -1, -1, -1, -1, -1, -1, 0, 0
1503699291930,-1, -2, -1, 0, 0, 0, -2, -1, 0
1503699291952,1, -1, -1, -2, -1, 1, -1, -1, 0
1503699291968,0, 0, -1, 0, 0, 0, 0, 0, 0
1503699291990,-4, -1, 0, 0, 0, 0, -2, -4, 0
1503699292012,0, -2, 0, -1, -1, -2, -1, -3, 0
1503699292028,0, -1, -2, -3, -2, 0, -1, 0, 0
1503699292050,1, 1, -1, -2, 0, -2, 1, -1, 0
1503699292072,-4, 0, 1, 0, -1, -1, 0, 0, 0
1503699292089,4, -1, -1, 1, -1, -1, 0, 7, 0
1503699292110,-2, 0, -1, -2, 0, -3, -1, -2, 0
1503699292132,-3, -1, -1, 0, 0, 0, 0, -4, 0
1503699292148,-2, -3, -3, -1, -3, -3, -2, -4, 0
1503699292170,-1, -1, -2, -1, 0, -1, -1, -6, 0
1503699292192,-3, -3, -1, -1, -1, -1, 1, -1, 0
1503699292200,0, 0, 0, -1, -1, -1, 0, 2, 0
1503699292224,-2, -3, -4, -1, -2, 0, 0, 2, 0
1503699292242,1, 0, 0, -2, 0, 0, 0, 3, 0
1503699292269,-1, -1, 0, -2, 0, 0, -1, 0, 0
1503699292293,-3, -3, -2, 0, 0, -1, 1, -2, 0
1503699292312,-1, -1, -1, -2, -2, 0, -1, -1, 0
1503699292321,-3, 0, 1, 0, 0, 1, 1, -1, 0
1503699292343,1, -2, 0, -1, -1, -2, -1, 1, 0
1503699292359,0, 1, -1, -2, 0, -1, -1, 2, 0
1503699292381,0, 0, -2, -1, 0, 0, -1, 4, 0
1503699292406,1, 0, -1, 0, -2, 0, -2, -1, 0
1503699292418,-1, -1, -1, -1, -1, 1, 1, -1, 0
1503699292440,0, 0, -1, -1, 0, -2, 0, -3, 0
1503699292465,-6, -2, 2, 2, -1, 0, -1, -3, 0
1503699292470,0, 0, 0, 0, -1, -1, -2, -1, 0
1503699292492,-1, -1, -2, -1, -1, -2, 1, -1, 0
1503699292508,1, -1, -1, -2, -2, 0, -1, -2, 0
1503699292526,-1, 0, -1, 0, 0, -1, -1, 1, 0
1503699292538,0, -3, -3, -2, -1, -1, 1, -1, 0
1503699292560,-1, -3, -2, -2, 0, -2, 0, -2, 0
1503699292583,-1, 1, -1, -1, -1, 0, -1, 2, 0
1503699292605,-1, -2, -1, 0, -1, 0, 0, -4, 0
1503699292620,-1, 1, -1, 0, -1, -2, -1, 0, 0
1503699292643,-2, -1, -2, 1, 1, -1, -1, 0, 0
1503699292665,-2, -1, 1, -1, 0, 0, -1, 0, 0
1503699292680,-3, 0, 0, -1, -2, -1, -2, -5, 0
1503699292703,2, 2, 0, -1, 0, 0, -3, -3, 0
1503699292727,1, -1, -1, -1, 1, -2, 0, 0, 0
1503699292740,0, 0, -1, 0, -1, 0, 0, -2, 0
1503699292763,-1, -3, 0, -1, -3, -1, 0, 3, 0
1503699292785,-1, -2, -2, 0, -1, 0, 2, 0, 0
1503699292800,-2, -2, -1, -1, -1, -2, -3, -6, 0
1503699292824,-5, -2, -1, -2, -1, -1, -1, -3, 0
1503699292845,0, 0, 0, 0, -1, 0, 1, 0, 0
1503699292861,-1, -1, -1, -1, 1, -1, 0, 0, 0
1503699292883,-1, -1, -2, 0, -1, 0, 1, -1, 0
1503699292905,-1, -2, 1, -1, 0, -1, -1, 0, 0
1503699292920,1, -1, -2, -2, 0, -1, 0, 0, 0
1503699292943,-5, -3, -3, -2, -2, -1, -4, -7, 0
1503699292965,0, 0, 1, 0, -1, 0, 0, 3, 0
1503699292982,-1, 0, -1, 1, -1, 0, 0, 1, 0
1503699293003,-2, -1, -2, 0, 0, 1, 0, -2, 0
1503699293025,0, -1, -2, -2, -1, -1, -1, 1, 0
1503699293042,0, 0, -2, 0, -2, 0, -2, -1, 0
