Timestamp,Orientation X,Orientation Y,Orientation Z,Orientation W,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,Roll,Yaw,Window
1503609551929,-0.435,-0.110,+0.324,+0.833,+0.646,+0.109,-0.725,-0.812,+0.875,+0.500,0, 0, 0, -1, -1, -1, 0, 2,-0.9270078391658314,0.6926365123972041,0
1503609551944,-0.435,-0.110,+0.324,+0.833,+0.657,+0.105,-0.725,-0.562,-0.688,+0.875,-3, -4, -2, -1, -1, 0, 1, 2,-0.9270078391658314,0.6926365123972041,0
1503609551973,-0.435,-0.110,+0.324,+0.833,+0.662,+0.098,-0.738,-0.875,-0.188,+0.750,-1, -2, 0, -1, -2, -1, 1, 0,-0.9270078391658314,0.6926365123972041,0
1503609551990,-0.435,-0.110,+0.324,+0.833,+0.661,+0.102,-0.726,-1.688,-0.438,+0.062,0, 0, 1, 0, 0, -1, -3, 2,-0.9270078391658314,0.6926365123972041,0
1503609552004,-0.435,-0.110,+0.324,+0.833,+0.651,+0.106,-0.720,-1.312,-0.188,+0.188,1, 4, -1, -2, 0, 1, 0, 1,-0.9270078391658314,0.6926365123972041,0
1503609552026,-0.435,-0.110,+0.324,+0.833,+0.657,+0.100,-0.731,-0.938,+0.188,+0.750,0, -1, -1, -1, -1, -1, 4, 0,-0.9270078391658314,0.6926365123972041,0
1503609552049,-0.435,-0.110,+0.324,+0.833,+0.653,+0.111,-0.729,-1.312,-0.688,+0.375,-2, 3, 1, 0, -2, 1, -3, -2,-0.9270078391658314,0.6926365123972041,0
1503609552063,-0.435,-0.110,+0.324,+0.833,+0.650,+0.106,-0.724,-0.938,+0.188,+0.250,-1, -4, -1, 0, 0, -1, 1, 0,-0.9270078391658314,0.6926365123972041,0
1503609552086,-0.435,-0.110,+0.324,+0.833,+0.661,+0.104,-0.732,-0.938,-0.312,+0.688,1, -4, -1, 0, -2, -2, -3, -3,-0.9270078391658314,0.6926365123972041,0
1503609552109,-0.435,-0.110,+0.324,+0.833,+0.656,+0.100,-0.729,-1.312,-0.688,+0.062,0, 4, 1, 1, 0, -2, 0, -1,-0.9270078391658314,0.6926365123972041,0
1503609552124,-0.435,-0.110,+0.324,+0.833,+0.652,+0.105,-0.720,-1.562,-0.500,+0.500,-1, 1, -2, -2, -1, 1, 0, 1,-0.9270078391658314,0.6926365123972041,0
1503609552146,-0.435,-0.110,+0.324,+0.833,+0.657,+0.104,-0.725,-1.125,-0.188,+0.625,0, 0, 0, 0, 0, -1, -4, -1,-0.9270078391658314,0.6926365123972041,0
1503609552169,-0.435,-0.110,+0.324,+0.833,+0.656,+0.106,-0.731,-1.062,-0.688,+0.438,-3, -2, -1, -1, 0, 0, 0, -2,-0.9270078391658314,0.6926365123972041,0
1503609552184,-0.435,-0.110,+0.324,+0.833,+0.646,+0.106,-0.726,-1.188,-0.312,+0.062,-1, -3, -3, 0, 1, -1, 1, 2,-0.9270078391658314,0.6926365123972041,0
1503609552207,-0.435,-0.110,+0.324,+0.833,+0.654,+0.106,-0.729,-1.062,+0.125,+0.750,-3, -12, -3, 0, -2, -1, -1, -2,-0.9270078391658314,0.6926365123972041,0
1503609552229,-0.435,-0.110,+0.324,+0.833,+0.659,+0.104,-0.726,-1.062,-0.312,+0.375,0, 5, -1, -1, -1, -1, -1, -1,-0.9270078391658314,0.6926365123972041,0
1503609552251,-0.435,-0.110,+0.324,+0.833,+0.660,+0.102,-0.728,-1.125,+0.562,+0.438,0, 3, 3, 0, 0, 0, 0, -2,-0.9270078391658314,0.6926365123972041,0
1503609552273,-0.435,-0.109,+0.324,+0.833,+0.661,+0.105,-0.727,-1.250,-2.250,+0.375,-1, 2, 3, 0, -1, -2, 1, 1,-0.9262648111001263,0.6916824815721292,0
1503609552289,-0.435,-0.109,+0.324,+0.833,+0.647,+0.105,-0.734,-1.000,-1.188,+0.500,-1, 0, -2, -2, -1, -1, 1, -1,-0.9262648111001263,0.6916824815721292,0
1503609552303,-0.435,-0.109,+0.324,+0.833,+0.645,+0.107,-0.727,-1.125,-0.438,+0.062,-2, -4, 0, -1, 0, 0, -2, -2,-0.9262648111001263,0.6916824815721292,0
1503609552326,-0.435,-0.109,+0.324,+0.833,+0.649,+0.111,-0.733,-0.812,+0.688,+0.875,0, 3, 0, -1, 0, 0, -1, -2,-0.9262648111001263,0.6916824815721292,0
1503609552349,-0.435,-0.110,+0.324,+0.833,+0.659,+0.101,-0.729,-0.312,+1.312,+0.750,-1, -1, -1, -1, 0, 0, 1, -1,-0.9270078391658314,0.6926365123972041,0
1503609552364,-0.435,-0.110,+0.324,+0.833,+0.661,+0.100,-0.725,-1.125,-0.125,+0.000,-1, -1, -2, -3, -2, -2, -5, -2,-0.9270078391658314,0.6926365123972041,0
1503609552386,-0.435,-0.110,+0.324,+0.833,+0.656,+0.107,-0.723,-1.500,-0.062,-0.125,2, 3, -1, 0, -1, -1, 1, 1,-0.9270078391658314,0.6926365123972041,0
1503609552409,-0.435,-0.110,+0.324,+0.833,+0.657,+0.107,-0.724,-1.250,-0.250,+0.438,-1, -1, -1, 1, 0, -2, -2, -1,-0.9270078391658314,0.6926365123972041,0
