1503957322495,7, 4, -1, 0, 1, 0, 1, 5
1503957322519,-3, -5, 1, 0, -2, -1, -1, -4
1503957322540,-3, -3, -1, -2, -1, 0, -1, -2
1503957322557,6, 2, -2, -1, 0, -2, -2, 3
1503957322585,0, -4, 0, -1, -1, -1, 0, 0
1503957322607,1, 0, 2, 2, 1, 0, 1, 1
1503957322629,-3, -3, -2, -3, 0, 0, -1, -1
1503957322644,1, 2, 0, 1, -1, -1, 1, 0
1503957322668,-3, -3, -2, -3, -1, 0, 0, -2
1503957322689,1, 3, 1, 0, -3, -1, -1, -1
1503957322704,0, 6, 3, 0, 0, -2, -1, -1
1503957322727,-2, -2, -2, 0, -1, -1, -2, 1
1503957322749,0, -5, -1, -2, 0, -1, -1, 3
1503957322765,3, 2, -4, -1, -1, 0, -2, -3
1503957322787,3, -2, -1, 0, -1, -1, 0, -5
1503957322809,-3, -3, 0, -1, 0, -2, 1, 2
1503957322824,2, -2, 0, -1, 0, -1, -1, -1
1503957322848,-2, -3, 0, 0, 0, 0, -1, 0
1503957322869,-4, -2, -1, -1, -1, -1, -3, -3
1503957322884,0, 11, -1, 2, 0, 0, 1, 0
1503957322908,-1, 3, -1, -2, -2, -1, -2, -2
1503957322929,-4, -6, -2, -3, 0, -1, -1, -3
1503957322945,-1, 0, -1, -1, -2, 0, -3, 2
1503957322967,-1, -1, -1, 0, 1, -1, 0, -1
1503957322989,0, -4, -1, -1, -2, 0, -1, 2
1503957323005,-3, -6, -3, -4, 0, 0, -3, -1
1503957323027,1, -7, -2, -2, -1, -3, 0, -1
1503957323049,-3, 1, -1, -2, -2, -1, -2, -1
1503957323071,1, 1, 0, 0, -1, 0, 2, -2
1503957323087,-2, 0, 0, 1, -1, -1, -1, -2
1503957323110,0, 0, -1, -1, -1, 0, 1, 2
1503957323131,2, 1, 1, 1, 0, -1, -1, 1
1503957323154,0, -4, -4, -1, -2, -1, -3, -1
1503957323177,-2, -3, -2, -3, 0, -1, -2, -2
1503957323191,0, 1, -1, -2, 1, 0, -2, 0
1503957323207,-1, -1, -1, 0, -1, 0, -2, 0
1503957323229,0, -6, -1, -1, 1, -1, 2, 1
1503957323251,-1, 2, 0, 0, -2, 0, 0, -1
1503957323268,0, -8, -2, -2, 0, -1, 0, -2
1503957323282,-2, 3, 0, 1, 0, -1, 1, 0
1503957323297,5, 2, 0, -2, 0, -2, 1, 2
1503957323319,-3, -4, -1, -3, -1, -1, -2, 0
1503957323342,-1, 3, -1, 1, -1, -1, -1, -1
1503957323357,0, -4, -3, -1, -2, -3, -5, -2
1503957323379,1, 2, 4, 0, 1, 2, 0, 0
1503957323403,1, 0, -4, -1, -1, -1, -3, -1
1503957323417,-5, -9, -2, -2, -3, 1, -2, -4
1503957323439,-2, -5, -1, -2, 0, -2, 2, -1
1503957323462,-5, -3, 0, 2, 0, 0, 0, -1
1503957323478,1, -1, 0, -2, -2, -2, 0, -2
1503957323499,0, 0, -2, -2, 0, 0, -1, 2
1503957323522,0, -3, -1, 0, -1, 0, -1, -2
1503957323538,1, -1, -3, -1, 1, -2, -1, 0
1503957323559,-2, -1, -2, 0, 0, -1, -1, -1
1503957323582,6, 5, 1, 0, -2, -1, -2, -1
1503957323597,-5, -6, -2, -1, -3, -1, 1, -3
1503957323619,-3, -3, -1, -2, -1, 0, -4, -1
1503957323643,-1, 0, 0, -1, -2, 1, 0, -1
1503957323657,3, 2, -1, -2, -1, -2, -1, 1
1503957323672,0, -3, -2, -2, -2, 0, -4, -3
1503957323687,0, -1, 1, -1, -1, -1, 0, -1
1503957323710,5, 13, 4, 3, -1, 0, -5, 1
1503957323731,1, 10, -2, 0, 0, 1, -1, 0
1503957323748,-1, -4, -2, -2, 0, 0, 2, -1
1503957323773,0, -6, 1, 0, -1, 0, -1, -3
1503957323791,0, -2, -3, -1, 1, -2, 0, -1
1503957323807,-3, -2, -4, -2, -1, -1, -3, -1
1503957323829,-2, -9, -1, -2, -1, -1, 1, 0
1503957323851,0, -1, 0, 1, -1, 0, 2, 2
1503957323867,1, 1, 1, 0, -1, 1, -1, 1
1503957323889,2, 6, -1, 0, -1, -2, -4, -1
1503957323911,-2, -8, -2, -2, -1, -1, 1, -2
1503957323927,0, 0, 0, -2, -1, -2, -1, -4
1503957323949,-1, 0, 0, 0, -2, 0, 1, 0
1503957323973,-1, 1, -2, 0, 0, 0, -3, -1
1503957323993,7, 13, 2, 0, 0, -2, 0, 0
1503957324009,0, -1, 0, -1, 0, 0, -1, 0
1503957324031,-3, -5, 0, 0, -1, 0, 0, 1
1503957324054,-2, -6, -1, -2, 1, -2, -3, -1
1503957324062,-2, -1, 0, 1, -1, 0, -1, -1
1503957324084,0, 1, 0, -2, -1, 1, -2, -1
1503957324099,-4, 2, 1, 0, 0, -1, 0, -2
1503957324122,-2, -6, 0, 1, 1, -2, 2, 0
1503957324144,3, 3, 0, 0, 0, -2, 0, 1
1503957324159,0, 3, 2, 0, 0, -1, 2, -4
1503957324182,-1, 2, -1, -1, -1, -1, -2, 0
1503957324204,6, 2, -2, -2, -1, 1, -1, 0
1503957324219,-3, -2, -3, -1, 0, 0, -2, -1
1503957324242,-3, -8, -1, -1, 0, -2, 0, -2
1503957324264,1, 0, 1, -2, 0, 1, 0, -2
1503957324279,1, 4, 0, 0, -2, 0, -5, 0
1503957324294,-6, -4, 1, 0, -1, -3, 0, -2
1503957324309,-4, -3, -2, -1, -2, 0, -2, 0
1503957324331,-2, 1, -2, -2, 0, 0, 0, -2
1503957324353,-4, -3, -1, -1, -1, -2, -3, -2
1503957324369,1, -2, 1, 1, -1, 1, -1, 1
1503957324391,0, 1, -1, 0, 1, 0, -1, -1
1503957324414,0, -1, -1, -1, -1, -2, 0, 1
1503957324429,2, 2, 2, -1, 0, -1, -1, 0
1503957324452,2, 12, -2, -1, 0, 0, -4, -1
1503957324473,-4, -4, -3, -3, -2, -1, -2, -1
1503957324482,-2, -2, 0, 0, -1, -1, 1, -1
1503957324505,-2, -4, 0, -1, 0, -1, 0, -2
1503957324520,1, 2, 3, -1, -2, 0, -1, -1
1503957324542,1, 6, 2, 0, 1, -1, -1, -2
1503957324565,5, 5, 0, 0, -1, -1, 0, 0
1503957324584,0, 1, 0, 0, 1, -1, 0, 0
1503957324602,-1, -3, -1, 0, 0, 0, 0, 0
1503957324624,-3, -3, 1, 1, -1, -1, 0, 0
1503957324639,-4, -5, -2, 0, -2, -2, -1, -2
1503957324662,-3, 4, 0, -3, -1, -1, -2, 0
1503957324685,-2, -7, -3, -1, 0, 2, -1, -1
1503957324699,-1, -2, 1, -1, 0, -1, 0, -3
1503957324716,-1, -3, -3, -1, -1, 0, -1, -3
1503957324729,-1, 1, 1, 0, 0, -3, -2, 0
1503957324751,-1, -1, -1, 0, 0, 1, 3, 1
1503957324773,1, 4, -2, 0, -2, -1, -2, -4
1503957324789,0, -7, -1, -3, 0, -2, -1, -4
1503957324812,-6, -3, -3, -1, -2, -1, -1, -2
1503957324820,-2, -2, 0, 0, -1, -1, -1, -3
1503957324842,0, -2, -2, -1, -2, 0, 0, -2
1503957324865,-1, 4, -2, -1, -1, 0, -2, 1
1503957324881,2, 2, 0, -2, -1, -2, 3, 2
1503957324902,-3, -7, -1, -2, 0, -2, -1, -2
1503957324925,2, 1, 0, 0, 0, 1, 0, 1
1503957324947,0, -2, -2, 0, 0, 0, -2, 1
1503957324962,-2, -7, 0, 1, -1, -2, -3, -2
1503957324985,-3, -1, 1, 1, -2, -2, 1, -1
1503957325007,-3, -6, -2, -4, -2, 0, 0, -3
1503957325022,-1, -2, -1, 0, -1, -1, -1, -4
1503957325044,3, 3, -1, -1, -2, 0, -1, 0
1503957325067,-4, -1, -1, -2, 0, 0, -3, -1
1503957325082,-1, -1, -1, 0, -1, 0, -3, -1
1503957325104,2, 5, 1, 1, -1, -1, -1, 0
1503957325127,-4, -8, -1, -2, -1, -3, -3, -3
1503957325142,1, 2, 1, 1, -1, 1, 0, 0
1503957325164,-1, 0, -1, -1, -1, 1, -1, -1
1503957325187,-1, 1, 0, 0, 0, -1, 3, -2
