1503943620097,13, 2, -1, 0, 0, 3, -1, 2
1503943620112,-7, -1, 1, 0, -1, -1, 1, -1
1503943620134,-4, 1, 2, 1, -1, -1, 2, -3
1503943620157,-3, 0, -2, -2, -2, -2, 0, 0
1503943620172,-3, -2, -2, -1, -3, -1, -1, -4
1503943620194,-12, -3, 0, 0, 2, 1, -2, -2
1503943620216,0, 2, 1, 0, 0, -1, 0, 1
1503943620232,1, 7, 1, 0, 0, -4, 0, 1
1503943620254,9, 0, 0, -1, 1, 1, -1, 0
1503943620277,-6, -8, -1, -1, 0, -2, -1, -1
1503943620294,-1, -5, -1, 0, -3, 1, -2, -2
1503943620314,1, -5, -6, -2, -3, -2, -1, -2
1503943620336,-4, -2, -2, 1, 0, -2, -5, -2
1503943620345,-12, -9, -2, -3, -1, -2, -2, -1
1503943620368,-5, 0, -1, 0, -2, -1, 0, 0
1503943620389,2, -5, 0, -3, -3, 2, -1, 0
1503943620405,10, 0, -3, -2, -1, -3, -3, -2
1503943620428,-3, -4, 0, -1, 1, 1, -1, 1
1503943620450,3, 2, -1, 0, -2, -3, -1, -2
1503943620465,-1, -1, -1, 2, 1, 0, -2, 2
1503943620487,-5, -3, -2, -1, 1, 1, 0, -1
1503943620509,1, -1, 1, -3, -2, -2, -2, -1
1503943620524,1, 1, -1, -1, -2, -2, 0, 0
1503943620548,-6, 0, -1, 1, 0, -2, -1, 1
1503943620569,6, 0, 1, 1, -1, -1, -1, 0
1503943620584,-15, -3, 0, -2, 0, -2, -1, -1
1503943620607,-3, -7, -2, -2, -1, 1, 0, -1
1503943620629,-13, -4, -2, -1, -2, -1, 0, -3
1503943620644,-8, -2, -1, 0, -1, -2, -1, -2
1503943620669,7, 3, -1, -2, 2, 0, -1, 0
1503943620689,-9, -4, -4, -2, 0, -2, -1, 0
1503943620705,3, 7, 0, 0, -1, 1, -2, -1
1503943620730,2, -2, -1, -1, 0, -1, 0, -2
1503943620749,-1, -2, 1, 1, -2, 0, -1, 0
1503943620765,1, -3, -3, 1, -1, -2, -1, -2
1503943620795,1, 7, 5, -1, 1, -1, 1, 1
1503943620809,1, -2, -1, 0, -2, -1, -2, 2
1503943620824,3, -1, -1, 1, -1, -1, -1, -1
1503943620847,-13, -2, -1, -2, 0, 0, -1, 0
1503943620869,-3, -1, -2, 0, -2, 0, -1, -1
1503943620884,0, 0, 0, -1, -1, 0, -1, 1
1503943620901,5, 0, -1, -2, -2, 1, 0, 0
1503943620914,-5, 1, 2, -2, 0, 0, -1, 0
1503943620936,-7, -5, -1, -2, 0, 0, 0, -2
1503943620944,1, 1, 1, -1, 0, -1, -4, -1
1503943620967,-9, -3, -1, 1, -1, 1, 1, -4
1503943620989,-3, 1, 2, 0, -2, 0, -1, 1
1503943621004,4, -2, -1, -2, 0, -2, 1, -1
1503943621027,10, -1, -2, -3, 0, -2, 0, -3
1503943621049,-6, -3, -2, 0, 0, -1, -2, 0
1503943621068,4, 5, 0, 1, -1, 0, 0, 0
1503943621087,-2, -5, -1, -1, -1, -1, -1, 1
1503943621109,-3, 1, 0, 2, 1, 2, -2, -3
1503943621125,23, 6, -1, -2, -1, -1, -2, 0
1503943621147,-6, -3, -2, 0, -2, 0, 0, 0
1503943621170,-9, -5, -3, -2, -3, -1, 0, -3
1503943621185,-2, -1, -1, -1, -1, -3, -1, 1
1503943621207,3, -2, 0, -1, -1, -3, 0, 1
1503943621229,4, 0, -2, -1, -1, 0, -1, -2
1503943621237,9, 1, -3, -1, -3, -3, 0, -4
1503943621259,-5, 2, 0, -2, -1, -2, 1, 0
1503943621275,13, 9, 0, 0, -1, -3, -2, 0
1503943621289,-8, -4, -1, 0, 0, 0, -2, -5
1503943621305,-15, -3, -1, -1, 1, 0, 2, 1
1503943621327,-3, -1, 0, -3, -1, -1, -1, 1
1503943621349,5, 3, 0, -1, -2, -1, -1, -1
1503943621372,2, -4, 0, -2, 1, 0, -1, 0
1503943621387,-15, 0, 1, 0, 0, -1, -1, -1
1503943621410,2, -2, 0, 1, 0, -2, -3, 0
1503943621433,0, 0, 0, 0, -1, -1, 0, 0
1503943621440,-1, -3, -1, -1, 0, 0, 0, 0
1503943621461,-15, -1, -1, -1, -1, -1, -1, 0
1503943621476,9, -10, -4, -1, -1, -3, 1, 1
1503943621501,6, 1, -2, 0, 0, -1, -2, 0
1503943621521,6, 1, -1, -2, -2, -2, -4, -1
1503943621537,-2, 5, 3, 1, 1, 1, 2, -1
1503943621559,-5, 0, 0, 0, -1, -3, -2, -1
1503943621588,-4, -4, -3, -3, -1, 1, 1, -1
1503943621596,1, 6, 4, 2, 1, 0, 0, 1
1503943621619,-13, -8, -4, 0, 0, -1, 1, -1
1503943621641,0, 1, -2, -3, -1, 0, 0, -1
1503943621656,1, -3, -2, -5, -4, -2, -2, 1
1503943621679,15, 12, 1, 2, 1, 0, -2, -3
1503943621703,-8, -4, 0, -1, -3, 0, -1, -1
1503943621716,-4, 1, -1, -1, 1, -2, 0, 1
1503943621739,0, -9, -3, -1, -2, 0, 1, -3
1503943621761,5, 0, 0, 0, -1, 1, 0, 1
1503943621776,7, 3, -3, -1, -1, -3, -2, -4
1503943621799,-9, 0, 1, -1, -1, 0, -1, 0
1503943621821,0, 2, 1, -1, -1, -2, -2, -2
1503943621837,-4, -1, 0, 1, -1, -1, 2, -1
1503943621859,-6, -4, -3, -1, -1, 0, -1, 2
1503943621881,3, -1, -1, 0, -1, 2, -2, 0
1503943621896,0, 3, -1, -1, 0, -1, 0, 1
1503943621912,1, 0, 0, -1, -1, 0, -3, -4
1503943621927,-5, -3, -2, -1, 1, -1, -2, -1
1503943621949,-6, -2, 1, -1, -2, 0, -2, -2
1503943621975,9, 1, 0, 0, 0, -2, 0, 3
1503943621987,1, 2, 0, -2, -2, 1, 0, 0
