Timestamp,Orientation X,Orientation Y,Orientation Z,Orientation W,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
1503523878218,+0.517,+0.091,-0.258,-0.811,+0.531,+0.115,-0.821,-0.875,-0.625,+0.375,-1, -4, -1, -2, -1, -1, -1, 0
1503523878241,+0.517,+0.091,-0.258,-0.812,+0.529,+0.118,-0.822,-0.938,-0.375,+0.562,0, -1, -2, -1, -2, -4, -1, 0
1503523878268,+0.517,+0.091,-0.258,-0.812,+0.535,+0.115,-0.826,-0.688,-0.250,+0.500,1, -1, 0, 0, -1, 0, 0, -1
1503523878280,+0.516,+0.091,-0.258,-0.812,+0.532,+0.114,-0.827,-0.188,-0.375,+0.625,-4, -2, 1, -1, -1, -2, -1, 0
1503523878300,+0.516,+0.091,-0.258,-0.812,+0.534,+0.113,-0.825,-0.125,+0.188,+0.812,0, -2, 0, -3, -2, -1, -1, -1
1503523878323,+0.516,+0.091,-0.257,-0.812,+0.532,+0.107,-0.820,-0.062,+0.625,+0.938,-1, -1, -1, 0, 0, -1, -1, -1
1503523878338,+0.516,+0.091,-0.258,-0.812,+0.536,+0.107,-0.825,-0.125,+1.188,+0.812,1, 0, -1, 2, 0, -1, -1, -1
1503523878360,+0.516,+0.091,-0.258,-0.812,+0.546,+0.105,-0.814,-0.375,+0.625,+0.875,-2, -2, -2, -2, -2, 1, -1, 1
1503523878383,+0.516,+0.091,-0.258,-0.812,+0.547,+0.109,-0.820,-0.438,+0.188,+0.938,0, -2, -1, -1, -1, -2, 0, -1
1503523878398,+0.516,+0.091,-0.258,-0.812,+0.540,+0.110,-0.817,-0.438,-0.062,+1.250,-1, 1, 0, -2, -1, -2, -2, 0
1503523878420,+0.516,+0.091,-0.258,-0.812,+0.541,+0.107,-0.823,-0.250,-0.312,+1.375,-2, -1, -1, -1, -3, -1, -1, -2
1503523878443,+0.516,+0.091,-0.258,-0.812,+0.546,+0.109,-0.829,-0.375,-0.500,+1.188,1, -3, -3, -1, 0, -1, 1, -1
1503523878458,+0.516,+0.092,-0.258,-0.812,+0.538,+0.109,-0.821,-0.312,-0.938,+1.188,2, 2, 2, 2, -1, 1, -1, 1
1503523878480,+0.516,+0.092,-0.257,-0.812,+0.534,+0.099,-0.821,-0.312,-0.250,+1.062,-1, 1, 0, 0, -1, 0, -1, -1
1503523878503,+0.515,+0.092,-0.258,-0.812,+0.539,+0.101,-0.819,-0.875,+0.438,+1.000,-2, -3, -1, -1, 0, 0, -2, -1
1503523878519,+0.515,+0.092,-0.258,-0.812,+0.539,+0.101,-0.824,-1.125,+0.375,+0.688,0, -1, 0, -1, -1, -1, -1, -3
1503523878540,+0.515,+0.092,-0.258,-0.812,+0.549,+0.108,-0.824,-1.375,-0.125,+0.500,-2, -1, -2, -1, 0, -2, -1, 0
1503523878564,+0.515,+0.092,-0.258,-0.813,+0.536,+0.113,-0.823,-1.188,-0.125,+0.562,-1, 1, 0, -2, -1, 0, -1, 0
