,Orientation X,Orientation X,Orientation X,Orientation X,Orientation X,Orientation Y,Orientation Y,Orientation Y,Orientation Y,Orientation Y,Orientation Z,Orientation Z,Orientation Z,Orientation Z,Orientation Z,Orientation W,Orientation W,Orientation W,Orientation W,Orientation W,Accelerometer X,Accelerometer X,Accelerometer X,Accelerometer X,Accelerometer X,Accelerometer Y,Accelerometer Y,Accelerometer Y,Accelerometer Y,Accelerometer Y,Accelerometer Z,Accelerometer Z,Accelerometer Z,Accelerometer Z,Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope X,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Y,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,Gyroscope Z,Gyroscope Z,Gyroscope Z,EMG1,EMG1,EMG1,EMG1,EMG1,EMG2,EMG2,EMG2,EMG2,EMG2,EMG3,EMG3,EMG3,EMG3,EMG3,EMG4,EMG4,EMG4,EMG4,EMG4,EMG5,EMG5,EMG5,EMG5,EMG5,EMG6,EMG6,EMG6,EMG6,EMG6,EMG7,EMG7,EMG7,EMG7,EMG7,EMG8,EMG8,EMG8,EMG8,EMG8,Roll,Roll,Roll,Roll,Roll,Yaw,Yaw,Yaw,Yaw,Yaw,Corr Acc X,Corr Acc Y,Corr Acc Z,Corr Acc X,Corr Acc X,Corr Acc Y
,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,mean,std,amin,amax,RMS,Cor Roll,Cor Roll,Cor Roll,Corr Acc Y,Corr Acc Z,Corr Acc Z
9,0.828346678,0.053297773,0.764011799,0.943952802,0.830018817,0.737094838,0.056188935,0.672268908,0.878151261,0.739182539,0.210600907,0.077620156,0.067460317,0.361111111,0.224129831,0.708271969,0.092944427,0.56185567,0.902061856,0.714200368,0.584796034,0.117331084,0.322525597,0.860068259,0.596175485,0.740958409,0.079657371,0.53164557,0.902953586,0.745126554,0.71622575,0.104072233,0.512592593,0.933333333,0.723569259,0.41905806,0.123262712,0.198098257,0.639081258,0.43639615,0.313317797,0.132389795,0.144627214,0.63075581,0.339525829,0.39940761,0.098370545,0.195569378,0.546057416,0.411063017,0.577232883,0.04829176,0.452736318,0.691542289,0.579201493,0.641927083,0.042578664,0.5703125,0.7890625,0.643304094,0.528571429,0.049456112,0.377777778,0.644444444,0.530825231,0.462406015,0.017332457,0.434210526,0.5,0.46272301,0.431111111,0.013387424,0.4,0.453333333,0.431313976,0.478436658,0.021175678,0.452830189,0.509433962,0.478893901,0.660575858,0.024124187,0.627906977,0.744186047,0.661005737,0.536541005,0.014145622,0.506944444,0.569444444,0.536723006,0.1688107,0.033098791,0.113850071,0.214009288,0.171949116,0.728683631,0.088768817,0.569910899,0.905731554,0.733942859,-0.08581931,-0.273557691,1,-0.055630365,0.106351429,-0.737439304
10,0.547094738,0.069315852,0.451327434,0.634218289,0.551367031,0.444889584,0.051949344,0.344537815,0.525210084,0.447842288,0.426541159,0.058374981,0.333333333,0.535714286,0.430425082,0.402301606,0.060112417,0.293814433,0.5,0.406664543,0.53397095,0.101187361,0.226962457,0.800341297,0.543254769,0.676282995,0.097270341,0.495780591,0.858649789,0.683081381,0.476968131,0.054945222,0.376296296,0.617777778,0.480049338,0.449464056,0.131147933,0.251025769,0.7313462,0.467779566,0.380779711,0.112139418,0.215475587,0.617696684,0.39658037,0.406267052,0.072459006,0.208736842,0.531703349,0.412530151,0.57965984,0.036629958,0.512437811,0.68159204,0.580789188,0.63880814,0.064080582,0.5234375,0.8671875,0.641939767,0.54625323,0.075161212,0.4,0.733333333,0.551280711,0.464810282,0.017866918,0.434210526,0.5,0.465145569,0.430387597,0.013747714,0.4,0.453333333,0.430602006,0.478279947,0.02094729,0.433962264,0.528301887,0.478727785,0.660897783,0.030965873,0.604651163,0.720930233,0.661605974,0.535852713,0.012211003,0.506944444,0.5625,0.535988592,0.500670329,0.05419187,0.441636682,0.58821069,0.503526802,0.471441439,0.060250506,0.36160314,0.569544153,0.47518705,-0.051854381,-0.7906784,1,0.043494747,0.267458944,0.311212793
11,0.342493402,0.044286515,0.259587021,0.398230088,0.345270057,0.413754976,0.130910678,0.193277311,0.542016807,0.433451031,0.53091061,0.080552876,0.46031746,0.73015873,0.536827798,0.318909387,0.085081482,0.128865979,0.396907216,0.329775013,0.476109215,0.082734426,0.293515358,0.648464164,0.483057801,0.534365978,0.13160659,0.324894515,0.765822785,0.549919536,0.388615984,0.089965522,0.186666667,0.517037037,0.398626622,0.34965842,0.13609458,0.149935957,0.635683737,0.374560184,0.328582881,0.082221604,0.201763504,0.476987207,0.338451174,0.355593553,0.125294614,0.098688995,0.686602871,0.376473625,0.578292747,0.050105425,0.467661692,0.696517413,0.580402436,0.641447368,0.05612521,0.546875,0.7890625,0.643833728,0.532163743,0.07026284,0.4,0.688888889,0.536661158,0.46468144,0.014382964,0.434210526,0.486842105,0.464898125,0.430877193,0.013899774,0.4,0.466666667,0.431095436,0.479145978,0.02035897,0.433962264,0.528301887,0.479566938,0.658506732,0.032935438,0.558139535,0.720930233,0.659308208,0.536915205,0.01739713,0.506944444,0.597222222,0.537189568,0.669222121,0.026322241,0.638768315,0.720309737,0.66972597,0.366782598,0.079106896,0.177309279,0.438160764,0.374996924,0.074253635,0.744851972,1,0.28177092,-0.128141214,-0.801954782
12,0.896356534,0.021159605,0.861356932,0.926253687,0.8965995,0.672155349,0.043883449,0.605042017,0.722689076,0.673547713,0.907764908,0.018878896,0.880952381,0.936507937,0.907955895,0.073279465,0.012338584,0.051546392,0.087628866,0.074283282,0.364080804,0.063743307,0.264505119,0.598976109,0.369470195,0.688276884,0.076976768,0.548523207,0.860759494,0.692452414,0.113993994,0.034216817,0.051851852,0.213333333,0.118885568,0.393288334,0.052341708,0.249658077,0.451837701,0.396662733,0.38947073,0.054135409,0.20959898,0.463269901,0.393114341,0.451474977,0.083301961,0.316392344,0.577751196,0.458891409,0.581417238,0.04042086,0.427860697,0.646766169,0.582782715,0.641680743,0.036045005,0.546875,0.734375,0.642665001,0.538138138,0.041946839,0.444444444,0.644444444,0.539726447,0.464438122,0.013822703,0.434210526,0.486842105,0.464638217,0.428828829,0.013882581,0.4,0.466666667,0.429047412,0.475267721,0.019302049,0.433962264,0.509433962,0.475648931,0.655562539,0.023790897,0.604651163,0.697674419,0.655982433,0.537162162,0.012272472,0.513888889,0.5625,0.53729855,0.168062745,0.006257846,0.157736304,0.17986019,0.168176064,0.07089848,0.01341926,0.040672088,0.088095775,0.072123534,-0.274102393,-0.353372595,1,0.250643264,0.210465371,-0.107704414
13,0.862340216,0.026046532,0.82300885,0.920353982,0.862723406,0.745098039,0.075435479,0.630252101,0.840336134,0.748809514,0.298433048,0.106678421,0.170634921,0.456349206,0.316466061,0.622521808,0.127142361,0.43814433,0.778350515,0.635046526,0.561958519,0.197752416,0,0.940273038,0.594895518,0.733203505,0.060860589,0.635021097,0.835443038,0.735660531,0.636353276,0.139459789,0.438518519,0.933333333,0.651072832,0.458077204,0.091503768,0.284935849,0.641794933,0.466897177,0.433093943,0.198390588,0.161604079,1,0.475310412,0.478147221,0.100383457,0.285291866,0.672248804,0.488306485,0.576349024,0.09026612,0.333333333,0.776119403,0.58319572,0.638822115,0.062768275,0.453125,0.7734375,0.641819702,0.54017094,0.076667742,0.4,0.755555556,0.545446488,0.454116059,0.082551161,0.157894737,0.631578947,0.461369,0.432136752,0.030237725,0.386666667,0.56,0.433166306,0.476536043,0.041000297,0.396226415,0.603773585,0.478251525,0.660107335,0.137439943,0.348837209,0.906976744,0.673904354,0.532229345,0.100451375,0.277777778,0.791666667,0.541386945,0.144270193,0.032126112,0.103536954,0.186659566,0.147714291,0.644136992,0.118540636,0.471020252,0.789758433,0.654678579,-0.115156835,0.08344716,1,0.064869132,0.394033255,-0.479579394
14,0.468624296,0.037158617,0.401179941,0.525073746,0.470061818,0.297459893,0.045674122,0.222689076,0.378151261,0.300867249,0.206619769,0.093966056,0.05952381,0.321428571,0.226540671,0.62230553,0.109810858,0.494845361,0.793814433,0.63170289,0.575007757,0.097947112,0.349829352,0.730375427,0.583103353,0.723580744,0.101689625,0.53164557,0.888185654,0.73053053,0.672188552,0.107838507,0.497777778,0.88,0.680589667,0.442596405,0.127354839,0.208279964,0.724551158,0.460154553,0.403682769,0.187222374,0.096966626,0.854066873,0.444089354,0.481935407,0.147783435,0.2075311,0.796650718,0.503592412,0.581750339,0.047434157,0.44278607,0.731343284,0.583637148,0.638316761,0.044373015,0.4765625,0.7421875,0.639822243,0.528282828,0.054192824,0.422222222,0.688888889,0.530992337,0.460526316,0.015281507,0.434210526,0.5,0.460774028,0.428484848,0.01537565,0.4,0.453333333,0.428754362,0.473842196,0.020024205,0.41509434,0.528301887,0.474255503,0.662262156,0.02723577,0.604651163,0.720930233,0.662809243,0.539299242,0.012965353,0.506944444,0.583333333,0.53945153,0.606887517,0.021526998,0.574523223,0.660729133,0.607260519,0.678651847,0.097094901,0.561164792,0.83308779,0.685406076,0.245949745,-0.331087393,1,0.125466973,-0.069559208,-0.566988989
15,0.308702065,0.010926611,0.283185841,0.321533923,0.308890548,0.16144958,0.015190778,0.142857143,0.222689076,0.162144866,0.651388889,0.04236507,0.603174603,0.742063492,0.652730736,0.202963918,0.035630023,0.128865979,0.242268041,0.205990565,0.451706485,0.088366352,0.278156997,0.619453925,0.460056676,0.691033755,0.086609241,0.495780591,0.829113924,0.696305452,0.267703704,0.050753473,0.16,0.36,0.272354163,0.426781799,0.088153211,0.264594143,0.729978508,0.435567925,0.396727905,0.104450321,0.251388185,0.63042672,0.409914813,0.479336124,0.075384934,0.318784689,0.651913876,0.485081371,0.585447761,0.059960186,0.407960199,0.706467662,0.588433874,0.650976563,0.085807877,0.46875,0.8203125,0.656467365,0.538888889,0.081416706,0.4,0.733333333,0.544852455,0.462171053,0.016097838,0.421052632,0.5,0.462444314,0.429,0.013122261,0.4,0.453333333,0.42919563,0.475943396,0.018371555,0.41509434,0.509433962,0.47628898,0.659883721,0.035205237,0.604651163,0.790697674,0.66079872,0.536979167,0.014099849,0.513888889,0.569444444,0.537159623,0.794014178,0.007538887,0.778922255,0.810948775,0.794049072,0.247739663,0.038456354,0.165681428,0.292269764,0.250632918,-0.05226102,-0.374936843,1,0.015096415,0.154849082,-0.296470313
16,0.552296671,0.027159436,0.507374631,0.607669617,0.552944999,0.678631453,0.029259038,0.638655462,0.731092437,0.679243903,0.737301587,0.026651156,0.69047619,0.777777778,0.737769355,0.159793814,0.020002938,0.12371134,0.195876289,0.161005431,0.405411994,0.084365509,0.162116041,0.537542662,0.413851502,0.468957203,0.052848173,0.35021097,0.554852321,0.471841064,0.242793651,0.042517063,0.165925926,0.327407407,0.246383459,0.454003678,0.092773652,0.289017216,0.595662462,0.463120262,0.376811469,0.062488979,0.261835486,0.536077143,0.381811718,0.489457553,0.103026544,0.297253589,0.628583732,0.49987988,0.57938877,0.066577313,0.422885572,0.726368159,0.583092824,0.642410714,0.05753753,0.546875,0.84375,0.644908913,0.53968254,0.062290212,0.444444444,0.8,0.543163378,0.466541353,0.01439355,0.447368421,0.5,0.466756992,0.430095238,0.013467116,0.4,0.453333333,0.430300006,0.478706199,0.01835354,0.433962264,0.509433962,0.479047861,0.65448505,0.024024808,0.604651163,0.697674419,0.654913262,0.538095238,0.015099546,0.5,0.569444444,0.538301001,0.429621739,0.027857392,0.372619036,0.472451951,0.430498201,0.207990063,0.023898277,0.167386466,0.249709204,0.209319555,-0.305788327,-0.03097063,1,0.169457808,0.081722116,0.12548151
17,0.847322785,0.029239556,0.796460177,0.899705015,0.847811858,0.815889992,0.099276958,0.693277311,0.962184874,0.821726067,0.265031265,0.043376637,0.202380952,0.353174603,0.268451277,0.669478288,0.057280277,0.556701031,0.742268041,0.671850268,0.570327852,0.130773657,0.305460751,0.817406143,0.584685705,0.688339087,0.127920442,0.495780591,1,0.699770298,0.676004489,0.097767595,0.426666667,0.834074074,0.682825688,0.502446254,0.131300095,0.314786271,0.786965677,0.518815514,0.389834554,0.167243344,0.057460157,0.784853503,0.423194672,0.519972742,0.164056087,0.272727273,0.786478469,0.544491014,0.570782451,0.039709019,0.487562189,0.63681592,0.572120294,0.643465909,0.023503989,0.6015625,0.6875,0.643882034,0.541414141,0.030336682,0.488888889,0.6,0.542237677,0.464513557,0.013355769,0.434210526,0.486842105,0.464699705,0.429494949,0.015901634,0.386666667,0.453333333,0.429780306,0.480274443,0.02166266,0.433962264,0.528301887,0.480747949,0.653981677,0.023800011,0.581395349,0.697674419,0.65440149,0.533459596,0.01498039,0.5,0.569444444,0.53366352,0.123138738,0.0319882,0.046844278,0.163391367,0.12710384,0.691111009,0.05655529,0.578694334,0.752198556,0.693351284,0.116703075,0.600967275,1,-0.437764816,0.442851357,-0.769813264
18,0.287463127,0.02564628,0.230088496,0.324483776,0.288576398,0.476890756,0.03774923,0.415966387,0.525210084,0.478345244,0.361706349,0.034437096,0.305555556,0.420634921,0.363301182,0.492010309,0.038766704,0.422680412,0.551546392,0.493497143,0.518984642,0.121284027,0.279863481,0.784982935,0.532622876,0.425421941,0.095406832,0.232067511,0.603375527,0.435727816,0.533814815,0.078754604,0.343703704,0.72,0.539449244,0.419980244,0.105264901,0.22591885,0.599049128,0.432651231,0.399192815,0.121039728,0.139079697,0.690498702,0.416700437,0.496188038,0.145945767,0.282296651,0.852870813,0.516691622,0.579228856,0.026682377,0.537313433,0.656716418,0.579827748,0.652929688,0.052894943,0.5390625,0.8515625,0.655015347,0.54,0.056532717,0.422222222,0.644444444,0.542877564,0.465460526,0.016773091,0.434210526,0.486842105,0.465755091,0.431,0.010627063,0.413333333,0.453333333,0.43112772,0.473584906,0.015872538,0.452830189,0.509433962,0.473844175,0.656395349,0.028597839,0.581395349,0.697674419,0.657002469,0.537847222,0.01144335,0.5,0.5625,0.537965901,0.673510995,0.020493998,0.640090202,0.707283098,0.673814933,0.52956398,0.036147703,0.468522903,0.587244281,0.530765484,-0.159602775,0.063432736,1,0.146492055,-0.184682133,-0.430448865
