1503514028877,1, 0, -1, 0, -1, 1, -2, -1, 0
1503514028892,-1, 0, 1, -1, 0, 0, 0, 0, 0
1503514028914,1, 0, 1, 1, 1, 1, 2, 0, 0
1503514028944,-1, -2, 1, 0, 1, 1, 0, -4, 0
1503514028966,-1, -1, -2, -1, -1, -1, -1, -4, 0
1503514028982,-2, -1, 0, 0, 0, -3, -1, 2, 0
1503514029003,1, 1, 1, 0, -2, -1, 1, 0, 0
1503514029026,-1, 0, 0, -1, -1, -1, -2, 0, 0
1503514029041,-1, 0, 0, -1, -1, 0, -1, 2, 0
1503514029063,-1, 1, -2, -1, 0, -2, -2, -4, 0
1503514029086,-1, -1, 1, -1, -1, 0, -2, -5, 0
1503514029101,-2, -3, -3, -2, -2, -1, -1, -1, 0
1503514029117,-2, -1, -1, 0, -2, 1, -1, 0, 0
1503514029132,-1, 0, -3, -1, -1, -1, 2, 0, 0
1503514029154,-1, -2, -1, 1, 0, 0, 0, 1, 0
1503514029176,-1, -1, 1, 0, -1, -2, -3, -4, 0
1503514029199,-2, 0, 1, -1, -2, -1, -1, -5, 0
1503514029214,0, -5, -2, -2, -1, 1, 0, 1, 0
1503514029236,0, 0, 0, -2, 0, -1, -2, 0, 0
1503514029259,1, 1, -1, 0, -2, -1, 0, 1, 0
1503514029274,0, -1, 1, -2, -1, -1, 1, 0, 0
1503514029296,0, 0, 0, -1, 0, 1, 1, 2, 0
1503514029304,0, -1, -1, 0, -1, 0, -1, 0, 0
1503514029327,-1, -1, -1, 1, 0, -1, -2, 0, 0
1503514029351,1, 0, -1, 0, -2, -2, -2, -1, 0
1503514029364,-3, 1, 1, 1, 0, -1, -1, -6, 0
1503514029379,0, -1, -1, -1, -3, 0, -1, -1, 0
1503514029394,-3, -3, -1, 1, -1, -2, -2, -2, 0
1503514029419,-4, -2, -1, -2, -2, -2, -1, -2, 0
1503514029439,0, 1, 0, -1, 0, 0, 0, -1, 0
1503514029454,-1, 0, 0, 0, 2, -2, -2, -2, 0
1503514029470,1, 0, -1, 1, 0, -1, 0, 2, 0
1503514029487,-2, -3, 1, -1, 2, -1, -1, 2, 0
1503514029507,0, 0, -1, 0, 0, 0, -2, -3, 0
1503514029529,1, -1, -3, 0, -3, -1, -1, -1, 0
1503514029536,-3, -1, 0, 0, 1, 0, 0, 0, 0
1503514029559,1, -1, 1, -1, -1, 0, -1, 0, 0
1503514029574,1, -2, 0, -2, 0, -1, -1, 0, 0
1503514029596,-2, 0, -2, 0, -2, 0, -2, -1, 0
1503514029604,-1, -3, -2, -1, -1, -2, -2, 2, 0
1503514029629,0, 1, -1, 0, -2, 1, 0, -3, 0
1503514029656,2, -1, 0, 0, 0, -1, -1, 1, 0
1503514029665,1, -1, 0, 0, 0, -2, -2, 0, 0
1503514029688,-2, -1, -2, -1, -2, -1, 0, -1, 0
1503514029710,-1, -3, 0, 1, 0, -3, -1, -1, 0
1503514029725,-2, 0, -1, -1, -2, -1, -1, -1, 0
1503514029747,-1, 0, -2, -3, 0, 0, 0, -2, 0
1503514029769,1, 1, 0, -2, -2, -2, -1, -3, 0
1503514029785,0, -2, 1, 1, -2, 0, -1, 3, 0
1503514029807,0, -2, -3, -2, 0, -1, 0, 2, 0
1503514029830,1, 0, 1, -1, 0, 1, -1, 2, 0
1503514029845,-3, -1, -1, -1, -1, 1, -1, 0, 0
1503514029867,1, -2, -2, -1, -1, 0, 0, 1, 0
1503514029874,-2, 0, 0, 0, -2, -1, -1, -1, 0
1503514029897,1, 1, -1, -1, 0, -2, -1, 1, 0
1503514029921,-1, 0, -1, 0, 1, -1, 0, -3, 0
1503514029934,-2, -2, -2, 0, -3, 0, -2, -1, 0
1503514029957,0, 0, 0, -2, -1, -1, 0, 0, 0
1503514029979,1, -5, -4, -2, -1, 0, -1, 0, 0
1503514029994,2, -1, 1, 0, -1, 1, 0, 1, 0
1503514030017,-1, -1, 1, -1, 0, 0, -2, 1, 0
1503514030032,-1, -1, 0, -1, 2, 0, -1, -1, 0
1503514030047,-2, -1, -2, -2, -1, -2, -2, -4, 0
1503514030069,-2, -2, -3, 0, 0, 0, 1, -2, 0
1503514030093,1, -3, -3, -1, -2, 0, 0, 2, 0
1503514030107,0, 2, 3, 1, -1, -2, -2, -3, 0
1503514030130,-1, -2, 0, -1, 0, -1, -2, -1, 0
1503514030152,-2, -3, -2, 0, -1, -1, -2, -2, 0
1503514030167,0, -2, 0, -2, -3, -1, 0, 2, 0
1503514030191,-2, -1, -1, 0, -1, 0, -1, -2, 0
1503514030211,1, 1, 0, -2, -1, -1, 0, 1, 0
1503514030227,0, -1, -3, -2, -1, 1, 0, 2, 0
1503514030250,-2, -1, 1, -2, 0, -2, 1, 2, 0
1503514030271,1, -1, 0, 0, -1, 0, 1, -2, 0
1503514030287,0, -1, -2, -1, -3, -2, -1, -4, 0
1503514030310,3, 0, 0, -1, 0, 0, 0, 5, 0
1503514030317,-2, -1, -2, 0, 0, 0, -1, -1, 0
1503514030339,1, -1, 1, 0, 2, 0, 1, 0, 0
1503514030362,-1, -4, -4, -2, -3, -1, -1, -1, 0
1503514030376,-1, 0, 0, 0, -1, -2, -1, 0, 0
1503514030400,-3, 1, 0, -2, -1, -1, -3, -4, 0
1503514030421,-2, 0, -1, -1, -1, 0, 1, 1, 0
1503514030429,-3, 0, -2, -1, -1, 0, -2, -6, 0
1503514030451,0, -1, 0, 0, 0, -2, -4, -3, 0
1503514030467,-2, -2, -2, -1, 0, 1, 0, -1, 0
1503514030496,-3, -3, 0, -1, 0, 0, -2, -4, 0
1503514030512,0, -2, -2, -2, -3, -2, 0, 1, 0
1503514030527,1, -2, 1, -1, -1, -1, -1, 2, 0
1503514030550,-1, -1, -1, 0, -2, 0, 2, 2, 0
1503514030571,-1, -1, -2, -1, -2, -1, 2, -2, 0
1503514030587,-1, 0, 0, -2, 0, -1, -1, -1, 0
1503514030609,0, 0, -2, 0, 0, -1, 0, 0, 0
1503514030631,-3, -1, 1, 1, -1, -1, 0, -6, 0
1503514030647,1, 1, -1, -1, -1, 0, -2, -2, 0
1503514030670,-2, 0, 0, 1, 0, -2, -2, -1, 0
1503514030694,0, 1, -1, 0, -1, 0, 0, 1, 0
1503514030707,-1, -4, -1, -1, -1, -2, -1, 1, 0
1503514030729,-1, 1, -2, -1, -1, -1, 0, 0, 0
1503514030737,-3, -2, -1, -1, -2, -1, -1, -1, 0
1503514030761,0, 3, 0, -2, 0, 0, 0, -1, 0
1503514030781,0, -1, -3, 0, -2, -1, -1, -2, 0
1503514030797,1, -2, 0, -1, -2, 0, 0, 0, 0
1503514030819,0, 1, 0, -1, -1, -2, 0, -2, 0
1503514030842,1, 1, -1, 0, 0, -1, -1, -1, 0
1503514030856,-2, -3, -1, 0, -2, -1, 1, 0, 0
1503514030872,-1, -1, 0, -1, -3, 0, -3, -4, 0
1503514030887,-1, -2, -2, -1, -1, -1, 0, -1, 0
1503514030910,0, 2, 0, -1, -1, -3, 0, 2, 0
1503514030932,-2, 2, 2, 1, 1, 0, 0, -1, 0
1503514030947,3, 1, -1, 0, -1, 1, 1, 1, 0
1503514030970,0, 0, -1, -1, -1, 0, 0, 1, 0
1503514030977,1, 1, -1, -1, 0, 0, 0, 1, 0
1503514030999,-1, -2, -2, -2, -2, -2, -3, 0, 0
1503514031022,0, -2, -3, 1, 0, 0, 1, 3, 0
1503514031037,-2, 1, 0, 1, -2, 0, -4, -2, 0
1503514031060,1, -1, 0, -2, -1, -2, 0, 0, 0
1503514031081,0, -2, -2, -1, -1, 0, -1, -1, 0
1503514031105,-2, 0, -1, -2, -1, 1, 0, -1, 0
1503514031120,0, -1, 0, 0, -1, -2, 0, -1, 0
1503514031142,-6, -3, -2, -2, -1, 0, -1, -5, 0
1503514031164,0, -1, 1, 0, -1, -1, -1, 4, 0
1503514031179,1, 0, -1, -2, -1, -2, 0, -2, 0
1503514031202,-2, 0, 0, -2, -2, -1, -3, -2, 0
1503514031224,0, -1, -2, -1, 2, 0, -1, -2, 0
1503514031241,-1, 0, 0, 0, -1, 1, 0, 1, 0
1503514031262,-3, 0, -2, -1, -1, -1, -2, -1, 0
1503514031284,-2, -2, 0, 0, 0, -1, -2, 0, 0
1503514031300,0, -2, -1, 0, -1, -2, -1, -1, 0
1503514031322,0, 0, 0, 1, 0, -1, -1, 1, 0
1503514031344,-1, 1, -1, -2, -1, -3, -2, -1, 0
1503514031360,1, 0, 1, -2, 0, -2, 0, 1, 0
1503514031381,-1, 0, -1, 0, -1, 1, -1, -1, 0
1503514031404,-2, 0, -1, 1, -1, -1, 1, -1, 0
1503514031419,-1, -2, -1, 0, -2, -1, -2, -4, 0
1503514031442,1, 0, 0, 0, -1, 0, 1, -2, 0
1503514031466,0, -1, 0, 0, 0, -1, 0, -3, 0
1503514031479,0, -2, -3, -2, 2, -1, 1, 4, 0
1503514031501,-2, -3, -3, -2, -2, -1, -2, -2, 0
1503514031524,0, 0, -2, -1, -1, 1, -2, 1, 0
1503514031539,0, -2, 1, -1, -1, -2, -1, 0, 0
1503514031561,-1, -1, -2, 1, 1, 0, -1, -3, 0
1503514031584,-1, -1, -1, -2, -1, -1, 1, -1, 0
1503514031601,-2, 1, 0, 0, -1, 0, -1, -2, 0
