Timestamp,Orientation X,Orientation Y,Orientation Z,Orientation W,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
1503612761293,-0.447,-0.268,+0.487,+0.701,+0.995,+0.078,-0.331,-6.000,-4.062,+3.312,4, -2, -3, 0, 0, -1, 1, -1
1503612761308,-0.448,-0.267,+0.486,+0.701,+0.938,+0.062,-0.383,-2.938,-5.250,+0.375,52, 9, 1, 0, 2, -2, 0, 11
1503612761330,-0.448,-0.268,+0.487,+0.700,+0.817,+0.077,-0.388,+0.688,+17.625,-3.188,-5, -2, 1, 1, 7, -2, -4, -4
1503612761353,-0.447,-0.270,+0.491,+0.697,+0.824,+0.071,-0.295,+3.062,+32.562,-5.938,-10, -9, -6, -2, 3, 2, -1, 0
1503612761368,-0.447,-0.273,+0.495,+0.694,+0.982,+0.068,-0.263,+4.875,+26.938,-0.562,8, 1, -2, -4, -6, -5, -2, 0
1503612761390,-0.446,-0.275,+0.496,+0.692,+1.079,+0.054,-0.278,+3.875,+11.125,+0.000,-10, -19, -2, -1, -2, 1, 3, -1
1503612761413,-0.447,-0.275,+0.494,+0.694,+0.965,+0.042,-0.249,+3.312,-20.750,+1.438,-27, 30, 5, 2, 3, 0, 0, -9
1503612761428,-0.449,-0.273,+0.490,+0.696,+0.911,+0.075,-0.324,+4.188,-30.438,-1.188,-3, -17, -9, -5, 2, -1, -4, -5
1503612761450,-0.450,-0.272,+0.489,+0.696,+0.948,+0.103,-0.331,+0.250,-9.188,-1.000,5, -1, -2, -1, 7, 6, 4, 7
1503612761473,-0.450,-0.271,+0.487,+0.697,+0.948,+0.095,-0.301,-3.812,-14.438,+3.312,3, -6, -3, -1, 2, 1, -3, 2
1503612761488,-0.451,-0.270,+0.485,+0.699,+0.920,+0.035,-0.378,+2.438,-11.625,+1.938,0, 13, 5, 4, -12, -6, -4, 0
1503612761510,-0.451,-0.270,+0.485,+0.699,+0.918,+0.042,-0.334,+0.000,-3.375,-0.750,6, 11, 2, 0, -1, -1, -1, 2
1503612761533,-0.451,-0.270,+0.484,+0.699,+0.921,+0.085,-0.346,-2.000,-4.438,+1.188,-4, -7, -5, -2, 7, 1, -4, -16
1503612761548,-0.451,-0.270,+0.484,+0.700,+0.920,+0.054,-0.340,+0.250,-1.812,+1.250,-6, -10, -2, 2, 13, -1, 2, 3
1503612761570,-0.451,-0.270,+0.483,+0.700,+0.930,+0.051,-0.328,-2.125,-2.438,+2.500,2, -6, -1, 0, 5, 1, -4, -4
1503612761593,-0.451,-0.270,+0.484,+0.700,+0.956,+0.084,-0.340,-2.500,+2.812,+0.938,3, -12, -4, 0, -5, 5, 3, 2
1503612761608,-0.451,-0.270,+0.484,+0.700,+0.956,+0.080,-0.338,-1.375,-0.750,+0.312,5, 2, 2, -4, 3, 1, -2, 5
1503612761631,-0.451,-0.270,+0.484,+0.700,+0.929,+0.074,-0.337,-0.125,-2.500,+0.188,-2, -20, -8, -3, -1, -3, 0, -2
1503612761653,-0.451,-0.270,+0.484,+0.700,+0.923,+0.060,-0.344,+0.000,+2.312,-0.750,4, 8, 0, 2, -1, -5, -10, -18
1503612761668,-0.451,-0.270,+0.484,+0.699,+0.945,+0.058,-0.342,-2.625,+5.812,-0.312,1, 2, -2, -2, -3, -6, -1, 3
1503612761690,-0.451,-0.270,+0.485,+0.699,+0.937,+0.062,-0.329,-3.812,+1.750,+0.125,2, -4, -4, -2, 5, 0, -1, -1
1503612761717,-0.450,-0.270,+0.485,+0.699,+0.934,+0.070,-0.340,-2.688,-0.250,+0.438,-1, -3, -2, -1, -2, -4, 2, 3
1503612761728,-0.450,-0.270,+0.485,+0.699,+0.925,+0.072,-0.342,-3.062,+1.625,+0.625,-1, 1, 3, 1, -3, -5, -4, -8
1503612761759,-0.450,-0.270,+0.485,+0.699,+0.933,+0.067,-0.335,-2.062,+1.750,+1.125,0, 5, 1, -2, -6, -1, 1, -2
1503612761783,-0.450,-0.270,+0.486,+0.699,+0.935,+0.070,-0.341,-1.875,+4.062,+0.188,-4, -7, -1, 0, 4, 3, -7, 0
1503612761789,-0.449,-0.270,+0.487,+0.699,+0.925,+0.066,-0.334,-2.438,+7.000,+0.125,-1, 0, 1, -1, 3, -1, -3, -2
1503612761812,-0.449,-0.271,+0.488,+0.698,+0.924,+0.063,-0.319,-2.250,+6.812,+0.812,0, -2, -3, -4, 1, 0, -2, -1
1503612761833,-0.448,-0.271,+0.489,+0.698,+0.944,+0.065,-0.319,-1.250,+7.250,+1.562,18, 3, 2, 0, -1, 1, 4, 6
1503612761849,-0.448,-0.272,+0.489,+0.697,+0.953,+0.065,-0.318,+0.438,+5.375,-0.250,13, -1, 0, -2, 6, -1, -2, 0
1503612761870,-0.448,-0.272,+0.490,+0.696,+0.954,+0.061,-0.313,-0.688,+2.938,-0.688,-9, 11, 4, 1, -1, 0, -2, -10
1503612761893,-0.448,-0.273,+0.490,+0.696,+0.949,+0.069,-0.295,-1.062,+1.562,+0.562,-4, -6, -2, -2, -3, 2, 1, 6
1503612761908,-0.448,-0.273,+0.490,+0.696,+0.949,+0.069,-0.310,+0.062,-2.250,+0.688,-8, -5, -5, -2, -1, 0, -1, 0
1503612761930,-0.449,-0.273,+0.490,+0.696,+0.953,+0.077,-0.325,+0.375,-2.688,+0.000,-6, -4, -2, -2, 1, 1, 1, -4
1503612761954,-0.449,-0.273,+0.489,+0.696,+0.928,+0.062,-0.324,+0.562,-2.625,+0.438,-28, -15, 0, -1, -1, 0, -3, -3
1503612761968,-0.449,-0.272,+0.488,+0.697,+0.914,+0.072,-0.327,-0.125,-4.875,+0.938,2, -6, -2, -1, -2, -2, -3, -1
1503612761990,-0.449,-0.273,+0.488,+0.697,+0.909,+0.072,-0.338,+0.750,+3.250,-0.062,1, 5, -1, -3, 0, 0, -1, -4
1503612762013,-0.449,-0.273,+0.489,+0.696,+0.930,+0.067,-0.327,+0.438,+7.688,+1.250,21, 10, 3, 3, 2, 3, 4, 8
1503612762028,-0.449,-0.274,+0.490,+0.695,+0.931,+0.067,-0.339,+2.250,+9.562,+0.312,-2, -3, -5, -3, -3, -4, -3, 0
1503612762051,-0.448,-0.276,+0.491,+0.694,+0.984,+0.051,-0.298,-0.625,+11.688,+1.438,14, 4, 0, 1, 5, 4, 4, 7
1503612762073,-0.448,-0.276,+0.492,+0.694,+0.984,+0.059,-0.292,-2.188,+3.000,+0.562,9, 1, 0, -4, -5, -1, -1, 2
1503612762089,-0.448,-0.276,+0.491,+0.694,+0.937,+0.091,-0.302,+0.688,-6.250,-1.000,-12, -4, -4, -4, -1, 0, 1, -4
1503612762110,-0.449,-0.275,+0.491,+0.694,+0.920,+0.073,-0.322,+1.500,-2.812,-0.188,-8, 4, 2, 0, 0, -3, -3, -8
1503612762133,-0.449,-0.276,+0.491,+0.694,+0.938,+0.056,-0.307,+0.250,+2.812,+0.125,-16, 1, -3, -4, -5, -3, -8, -8
1503612762149,-0.449,-0.276,+0.492,+0.693,+0.952,+0.061,-0.316,-0.625,+4.125,-0.750,-2, -7, 1, 1, 0, -2, -3, -4
1503612762170,-0.449,-0.276,+0.492,+0.693,+0.954,+0.061,-0.307,-0.938,+1.062,-0.438,-1, -1, -2, -3, -2, -1, 0, 0
1503612762193,-0.449,-0.276,+0.492,+0.693,+0.949,+0.057,-0.316,-0.938,-2.375,+1.188,2, -3, -5, -1, 0, 0, 0, 2
1503612762208,-0.449,-0.276,+0.491,+0.694,+0.951,+0.064,-0.305,-1.125,-4.688,+2.125,3, -8, -2, -1, -1, 0, -1, -1
1503612762230,-0.449,-0.276,+0.491,+0.694,+0.948,+0.066,-0.312,-3.625,-5.375,+1.188,-4, 6, 4, -3, -4, 0, -2, -3
1503612762253,-0.449,-0.275,+0.490,+0.695,+0.943,+0.077,-0.315,-2.812,-6.125,+0.438,1, -3, -1, 1, -1, -11, 0, 2
1503612762268,-0.449,-0.274,+0.489,+0.695,+0.924,+0.069,-0.326,-1.250,-5.312,+0.438,-4, -6, -1, 2, 7, 3, 2, -2
1503612762290,-0.449,-0.274,+0.489,+0.696,+0.925,+0.076,-0.331,-1.062,-2.875,+1.062,-4, -4, -2, -5, -13, 5, 1, -1
1503612762315,-0.449,-0.274,+0.489,+0.696,+0.928,+0.062,-0.333,-1.438,+1.812,+0.688,-1, 9, 0, 0, 3, -5, 0, 1
1503612762328,-0.449,-0.274,+0.489,+0.695,+0.932,+0.063,-0.316,-1.500,+1.438,+0.688,2, -4, -4, 1, -4, 1, -1, -2
